Node	 closeness centrality	 degree centrality	 betweenness centrality
RUH	0.41468752629659755	0.14155844155844155	0.028876699607174264
UDR	0.30343788964887347	0.005194805194805195	0.0
IXS	0.279273199527745	0.007792207792207792	0.0
IXZ	0.286140573286624	0.007792207792207792	1.8203886424313872e-06
DED	0.2996493557164646	0.005194805194805195	0.0
GOP	0.2995324877930182	0.0025974025974025974	0.0
IXL	0.2997663148717013	0.007792207792207792	0.0
PBD	0.22522032219979438	0.0025974025974025974	0.001295323662033675
IXM	0.2961825293873115	0.005194805194805195	0.0
TRZ	0.3316067783684364	0.01038961038961039	0.0
BUS	0.25163869551156576	0.0025974025974025974	0.0
KUT	0.0	0.0012987012987012987	0.0
LHE	0.36799295577446034	0.05584415584415584	0.004846946328284911
CTS	0.3671134315015768	0.08831168831168831	0.007911153166412992
ITM	0.3177498132814641	0.05714285714285714	0.0009667668682772561
LGK	0.3310350425436632	0.012987012987012988	1.8977268355183762e-05
RMQ	0.35116657462336476	0.05974025974025974	0.0014188587023604917
HUN	0.28731810651002576	0.01038961038961039	2.2442781634175423e-06
KNH	0.28308193833442635	0.01038961038961039	1.6301624056677847e-06
MXZ	0.3369904777100916	0.012987012987012988	3.0487579548769464e-06
MZG	0.28308193833442635	0.01038961038961039	1.6301624056677847e-06
OKA	0.36073334838013094	0.08051948051948052	0.004340034761012831
YNZ	0.35440761361388956	0.02987012987012987	4.528708008007096e-06
TTT	0.25430506579513207	0.0025974025974025974	0.0
KBV	0.3430108524793652	0.015584415584415584	2.1140322898611072e-05
LPQ	0.32961429128811104	0.01818181818181818	0.0001627184981638141
ENH	0.28080486241363756	0.0025974025974025974	0.0
NBS	0.3304652748284418	0.01038961038961039	3.69725701422955e-07
AGR	0.29068936362653247	0.005194805194805195	0.0012970124803674868
HJR	0.22528638858941	0.0025974025974025974	8.444091669059159e-07
AGX	0.26602053990346336	0.0025974025974025974	0.0
GWL	0.29046947757235203	0.0025974025974025974	0.0
IXD	0.30343788964887347	0.005194805194805195	0.0
JGA	0.29046947757235203	0.0025974025974025974	0.0
DMU	0.2791716825522714	0.005194805194805195	0.0
SHL	0.27907023935366965	0.0025974025974025974	0.0
DHM	0.2995324877930182	0.0025974025974025974	0.0
JLR	0.30343788964887347	0.005194805194805195	0.0
KNU	0.2995324877930182	0.0025974025974025974	0.0
KUU	0.2995324877930182	0.0025974025974025974	0.0
LUH	0.2995324877930182	0.0025974025974025974	0.0
STV	0.30343788964887347	0.005194805194805195	0.0
AOR	0.3254242791107198	0.005194805194805195	1.6099400701734366e-05
BDO	0.3344953391556179	0.023376623376623377	0.00019003633416548842
JHB	0.3324680946758869	0.03116883116883117	0.0003136691302823882
KBR	0.33203687795127484	0.01818181818181818	3.1763586293675895e-05
KCH	0.33376849139561005	0.033766233766233764	0.0016272161946590024
MYY	0.3386249112439589	0.05194805194805195	0.018366133777968044
SDK	0.3258384805690703	0.01038961038961039	0.0002410774005027286
TWU	0.32625373776605726	0.012987012987012988	6.753584240307595e-05
BPN	0.3377314418211516	0.03636363636363636	0.0030417988204215055
BTJ	0.3287676792385697	0.007792207792207792	0.0
BTU	0.32708743556273373	0.012987012987012988	0.0
DMK	0.38419274572351114	0.12467532467532468	0.037013382333754036
HDY	0.3427047294517174	0.012987012987012988	1.4867569087309991e-05
SBW	0.3275058843075901	0.015584415584415584	9.69234869839834e-07
JOG	0.3374346655102367	0.033766233766233764	0.00021985243337658699
LBU	0.32653116441381747	0.007792207792207792	0.0
LOP	0.33669500162266497	0.023376623376623377	0.0007400930437328194
PDG	0.3289084791011986	0.007792207792207792	4.805742774185963e-05
PKU	0.3342042204966487	0.01818181818181818	0.00012705024874192387
PLM	0.3352253595378868	0.01948051948051948	0.00031557909457368403
SOC	0.33362350073905245	0.01038961038961039	0.00014389743410794567
SRG	0.3358116741151284	0.023376623376623377	0.00032739803364487113
SUB	0.36852269611386695	0.06623376623376623	0.0068356596420365845
TGG	0.3317500210372781	0.01038961038961039	3.296706614643214e-05
UPG	0.3398235834961499	0.05714285714285714	0.017256615264296057
URT	0.33922318847230515	0.007792207792207792	1.4867569087309991e-05
VTE	0.3678167139374036	0.04155844155844156	0.008680543448143124
KHI	0.39044295816029423	0.08181818181818182	0.020202552709573333
ABD	0.255489453992448	0.007792207792207792	0.0
MHD	0.34012457869853796	0.09090909090909091	0.024488509512011362
THR	0.3002350659504686	0.08571428571428572	0.022490272866370044
AWZ	0.32975581738999515	0.033766233766233764	0.00226078700853265
IFN	0.32975581738999515	0.033766233766233764	0.004557177086863035
KIH	0.32975581738999515	0.01948051948051948	0.0014254232013750025
SRY	0.2547267989059034	0.01038961038961039	0.0
SYZ	0.33434971645681266	0.05454545454545454	0.0054494091984239644
AZD	0.29629679733846404	0.01038961038961039	3.4366275908770617e-06
BND	0.32653116441381747	0.03116883116883117	0.001657263574973688
KSH	0.25506519385629317	0.005194805194805195	0.0
RAS	0.29675475220297476	0.01818181818181818	8.358618473805775e-05
TBZ	0.3342042204966487	0.023376623376623377	0.0014741299503977486
ZAH	0.32570029631098335	0.01818181818181818	0.001657175253085324
SDJ	0.33566490327853965	0.033766233766233764	0.0001333536190562473
UKB	0.29848476436117327	0.02077922077922078	3.515811161103355e-05
YGJ	0.327366282481372	0.015584415584415584	4.8166678401807704e-05
KOJ	0.34501406051271283	0.02857142857142857	0.00020260590828254134
ISG	0.31683221893617936	0.01818181818181818	5.363116970693592e-05
MMY	0.2969842609053746	0.007792207792207792	0.0
NGS	0.3369904777100916	0.02857142857142857	0.003431742375658356
MZV	0.288939540519676	0.01038961038961039	6.3236864277176395e-06
HJJ	0.32000054112554116	0.005194805194805195	0.0
LLF	0.3073234488600636	0.007792207792207792	0.0
TEN	0.34347106381990106	0.012987012987012988	4.22204583452958e-08
YNT	0.3626068454680353	0.05974025974025974	2.0098886104857268e-05
HEK	0.2736021726759169	0.005194805194805195	0.0
OHE	0.27369967879590124	0.007792207792207792	1.6888183338118319e-06
JGD	0.2738948996794931	0.007792207792207792	3.3776366676236638e-06
JMU	0.33832656330453686	0.01818181818181818	1.8844148132900014e-05
JXA	0.33189338751136505	0.01038961038961039	4.1682056300112266e-07
BMV	0.3016501565990961	0.01038961038961039	0.0
VII	0.30224372243262443	0.012987012987012988	1.6821654131028763e-05
CXR	0.30153172308649345	0.007792207792207792	0.0
DAD	0.3644999044619358	0.05194805194805195	0.002520284280815601
HPH	0.3005875924466923	0.005194805194805195	0.0
PQC	0.3002350659504686	0.007792207792207792	2.6545143898312002e-05
AKJ	0.315400944025174	0.007792207792207792	1.0320556484405637e-06
HKD	0.3165710217235362	0.015584415584415584	7.214150425059488e-06
KMQ	0.3372864728595954	0.023376623376623377	1.6221035660816476e-05
OKJ	0.3386249112439589	0.01818181818181818	1.7449210335145336e-05
TXN	0.35787572166882514	0.046753246753246755	8.75311275327782e-06
AKU	0.30561134050986816	0.005194805194805195	0.0
BPX	0.2965255979541694	0.005194805194805195	0.0
DAX	0.3492502495231008	0.012987012987012988	4.22204583452958e-08
GYS	0.34377855805787766	0.01038961038961039	4.22204583452958e-08
HYN	0.344859137270453	0.01818181818181818	1.2630318473523143e-06
JDZ	0.3505254672301683	0.02077922077922078	1.2460184048245834e-07
LZO	0.3514880085589468	0.02857142857142857	2.0039500489711875e-07
WUS	0.3516489462918035	0.023376623376623377	1.0555114586323949e-07
YCU	0.36056399000060974	0.046753246753246755	2.5143525080841545e-05
CHG	0.3306075328029698	0.005194805194805195	0.0
CIF	0.3347869654321267	0.025974025974025976	2.2554087309445262e-05
CIH	0.35036555597686986	0.02857142857142857	2.698081396357742e-05
KRL	0.3113098089587753	0.012987012987012988	9.542672137361406e-06
YIN	0.30561134050986816	0.005194805194805195	0.0
YIW	0.35754250405088395	0.03636363636363636	5.627470065314967e-05
DDG	0.3358116741151284	0.007792207792207792	0.0
HIJ	0.33847567152988045	0.023376623376623377	3.454860709515093e-05
DQA	0.33018112583890746	0.005194805194805195	0.0
FNJ	0.3567121684632135	0.01038961038961039	3.332373943997353e-05
FUG	0.3461024329433523	0.023376623376623377	1.2959480339593652e-06
HLD	0.33333389700577204	0.023376623376623377	0.000798593345984378
HLH	0.3316067783684364	0.01038961038961039	7.298536468747367e-06
HMI	0.34209411968877446	0.015584415584415584	5.586844234181515e-05
HSN	0.34012457869853796	0.01818181818181818	1.5395370274196738e-05
HTN	0.2755655897744165	0.0025974025974025974	0.0
YNJ	0.34439520121134476	0.015584415584415584	1.9746183595338342e-07
JGS	0.35036555597686986	0.01818181818181818	4.22204583452958e-08
JIU	0.34331752288837675	0.01038961038961039	0.0
JNZ	0.3165710217235362	0.007792207792207792	1.5817454655182293e-07
JUZ	0.29767492197724754	0.007792207792207792	0.0
LZH	0.3560506716278622	0.033766233766233764	1.8445346153212967e-06
MDG	0.34439520121134476	0.015584415584415584	1.2400414339177785e-07
MWX	0.33922318847230515	0.012987012987012988	2.0894747739492892e-06
NDG	0.3372864728595954	0.01038961038961039	1.2377247492452412e-05
RLK	0.3327561952778591	0.007792207792207792	0.0
TAE	0.344859137270453	0.01038961038961039	0.0
TGO	0.34057707259481096	0.02077922077922078	1.9099875640307833e-05
ULN	0.3583767142796541	0.032467532467532464	0.01848670347756445
WUA	0.33391360813099946	0.01038961038961039	8.109087667255904e-06
XFN	0.348299908708072	0.023376623376623377	1.3048980247038176e-05
XIL	0.3308924165020675	0.007792207792207792	6.5242383047813305e-06
TNN	0.3251487293400926	0.0025974025974025974	0.0
KMI	0.3316067783684364	0.01818181818181818	1.3084073178236859e-05
TOY	0.3378800258254724	0.015584415584415584	2.5100753918657203e-05
KHV	0.3583767142796541	0.046753246753246755	0.00727516918103213
USM	0.34861611379995405	0.025974025974025976	0.0006015060388361894
VVO	0.3558856805844758	0.033766233766233764	0.0027111647883457206
LCA	0.3298974650778775	0.01818181818181818	0.00011517679719921189
BEY	0.33758298844013135	0.053246753246753244	0.00043328657238971333
AAT	0.2755655897744165	0.0025974025974025974	0.0
ACX	0.33018112583890746	0.012987012987012988	5.470491786853674e-06
AOG	0.33566490327853965	0.005194805194805195	0.0
AQG	0.34470435309753084	0.01818181818181818	1.2509765435643198e-07
ASB	0.3378800258254724	0.012987012987012988	0.00026131889468788803
AVA	0.32228338174624366	0.007792207792207792	0.0
BFJ	0.3308924165020675	0.01818181818181818	4.7309456393617415e-06
BSD	0.29883319015614734	0.0025974025974025974	0.0
HZH	0.31880502229194635	0.005194805194805195	0.0
JNG	0.3545712367042007	0.023376623376623377	6.715012996442284e-06
JUH	0.33189338751136505	0.012987012987012988	0.0
LYG	0.35539162364706095	0.033766233766233764	5.112682857027276e-05
NAO	0.3505254672301683	0.015584415584415584	4.22204583452958e-08
NNY	0.3330447956206846	0.01818181818181818	1.6401597583462026e-06
GYD	0.37209365247155946	0.04935064935064935	0.006556767374199815
KIJ	0.34194180707983024	0.025974025974025976	0.0014106427695976444
LDS	0.2784631249823418	0.005194805194805195	0.0
KCA	0.2755655897744165	0.0025974025974025974	0.0
LNJ	0.29883319015614734	0.0025974025974025974	0.0
ZAT	0.3030786498426593	0.005194805194805195	0.0
KRY	0.2755655897744165	0.0025974025974025974	0.0
NLT	0.2755655897744165	0.0025974025974025974	0.0
OSS	0.2969842609053746	0.02077922077922078	0.0001769262501990468
TAS	0.4076440014338104	0.09090909090909091	0.030617466765240398
TCG	0.2755655897744165	0.0025974025974025974	0.0
TSE	0.3676406408335561	0.06233766233766234	0.009875250916931495
ENY	0.3353717461577724	0.01038961038961039	8.109087667255904e-06
BFV	0.2775573902064687	0.0025974025974025974	0.0
CEI	0.33610560118218763	0.007792207792207792	1.4867569087309991e-05
CJM	0.2775573902064687	0.0025974025974025974	0.0
UTH	0.3287676792385697	0.01038961038961039	1.4867569087309991e-05
KOP	0.2775573902064687	0.0025974025974025974	0.0
LOE	0.2775573902064687	0.0025974025974025974	0.0
MAQ	0.2775573902064687	0.0025974025974025974	0.0
NNT	0.28603400324070716	0.005194805194805195	0.0
NST	0.2775573902064687	0.0025974025974025974	0.0
PHS	0.28603400324070716	0.005194805194805195	0.0
PRH	0.2775573902064687	0.0025974025974025974	0.0
ROI	0.2775573902064687	0.0025974025974025974	0.0
